symbol,Name,Sector,Industry,MarketCap,RevenueGrowth,GrossMargin,OpMargin,FCFMargin,DebtToEquity,ROIC,EV_EBITDA,PEG,CapexIntensity,InventoryCycle,M1,M3,M6,M12,RiskAdjMomentum,CycleWeight,GrowthScore,ProfitScore,CashScore,ROICScore,ValuationScore,PEGScore,CapexScore,InventoryScore,MomentumScore,TotalScore
NVDA,NVIDIA Corporation,Technology,Semiconductors,5204124106752.0,0.654735357900948,0.74144995,0.65596,0.44770258129648327,6.555,,31.1983640796886,0.1562370465337132,,1.123313492063492,-0.00807903603281912,0.09875045316126707,0.2012722797612958,0.5860564865986675,1.7321390110717505,1.2,5.230786589398432,99.97990497314137,99.67799860803305,,99.47606264933799,6.693663663627159,,42.81848834712005,17.46594951377597,
AVGO,Broadcom Inc.,Technology,Semiconductors,1998077427712.0,0.23874432853763525,0.76725996,0.44943002,0.4212750637844945,82.704,,55.07981023011688,2.446080298507463,,0.2897727272727273,0.009110467353854679,0.2725926116797377,0.24545691907651324,0.8053442190284861,1.8878141219760896,1.2,3.607851721770808,99.55115242729578,99.59439964434853,,99.07568108666804,4.689537654527904,,69.22160672057508,18.64713693447061,
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,2138486996992.0,0.3160502250676388,0.61873,0.58105,0.2605314395229283,18.447,,-0.05277931111583096,0.603961063464837,,0.0008361447992974577,0.01812434228547244,0.06641692128860965,0.5073004923668303,1.1116289457650015,3.1435574446173726,1.2,3.909450617169539,99.51103402214555,99.08591448674463,,100.0,6.301804811953958,,78.37392069454434,28.175109695875143,
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,821643378688.0,0.34337793290672874,0.5306,0.14396,0.19443401945783653,6.005,,109.44379070460226,1.7544794952681388,,0.3812347401464946,0.5058124116063647,1.3896899041538773,1.4727157604617203,3.3984813668550746,5.23204351201214,1.2,4.016066113114921,98.26496579775939,98.87682652314167,,98.16424819779577,5.294843348046944,,66.32446904646659,44.02153149555897,
TXN,Texas Instruments Incorporated,Technology,Semiconductors,295680049152.0,0.13049037785307846,0.57322,0.37824002,0.1472118538626852,83.741,,35.156035915751445,1.7915082258064516,,0.06118842500552242,0.21165419198819246,0.5266050025657327,1.0619335660482347,0.8227605278542518,2.127047553548756,1.0,3.1855130203971127,98.92190254094108,98.72744722162751,,99.40971076996368,5.262434910529751,,76.4622104750773,20.462324464074413,
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,262256279552.0,0.1365946306657769,0.54799,0.22059,0.28949507722879597,55.979,,20.595990290472855,0.16487415175817396,,0.016036120193056204,0.6559298310961865,0.7173057328764851,0.5413171095542717,0.7133150626438649,1.6182541546134772,1.0,3.209327968391796,98.48802534320089,99.17753603597437,,99.65381549391022,6.686104260943701,,77.89244844201959,16.601846324289326,
ARM,Arm Holdings plc,Technology,Semiconductors,341777612800.0,,0.97541,0.29597,,5.214,,293.93108755555556,7.804179591836736,,,0.4879562440026486,1.4382874436525745,1.441437891153591,1.3978798531028387,2.23101623396886,1.0,,99.68090281020778,,,95.07124822867063,0.0,,,21.251188507562464,
MU,"Micron Technology, Inc.",Technology,Semiconductors,1010314379264.0,0.48851101111066864,0.58437,0.67624,0.04462518058751137,14.902,,27.34895054672137,0.054746725480020755,,-0.05859154929577465,0.707869469750678,1.0891756642977022,3.323761818518836,8.31753939062982,12.609750165507544,1.15,4.582283931378466,99.65535131792524,98.40293170215968,,99.5405995369278,6.782490438962203,,80.25634385623282,100.0,
ADI,"Analog Devices, Inc.",Technology,Semiconductors,204547325952.0,0.1689321605654812,0.64491,0.38076,0.38827257385337016,25.81,,34.11990134163027,0.5867706478873239,,0.14411678767578903,0.06966557059180967,0.16755795177430177,0.8196570279698039,0.9657290786564108,3.190634456680602,1.0,3.3354886331722504,99.09796342592325,99.49000187198872,,99.42708196169595,6.316850278029605,,73.83538348761797,28.532307285971264,
INTC,Intel Corporation,Technology,Semiconductors,620811517952.0,-0.004670345191239336,0.372,0.06879,-0.0936370688513424,36.028,,44.66301044582578,,,-0.047548778488276766,0.4533474496735088,1.6348121550508403,2.5802897577700405,5.0107056559061265,6.987388346754255,1.0,2.658201048073775,97.71035369461259,97.96556255598324,,99.2503227121954,,,79.90655462321973,57.34023880679239,
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,83989553152.0,-0.027350562866656096,0.55632,0.27664,0.18607873502322927,103.991,,22.111404667899517,0.2467786976744186,,0.09380305602716468,0.4044413403358724,0.4225399826830336,0.7553695631065069,0.704431746035717,1.552067581871434,1.0,2.569717130218251,98.64076490431049,98.85039599974098,,99.62840899328606,6.614419428109523,,75.42911407482248,16.099654633609674,
MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,182342696960.0,0.42087285211450765,0.51023996,0.18655,0.1698557586703439,33.479,,70.16322646270004,0.6951871297242084,,0.3479654268233466,0.3163515938880359,1.574941380745793,1.6922423098105246,2.272062328366754,3.8745510421944482,1.0,4.318402455893235,98.31770569110954,98.79907736906127,,98.82280185466668,6.221961559827147,,67.37830306992329,33.721535435034795,
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,81702207488.0,0.26431018078020935,0.55175,0.29986998,0.23768885333918183,0.543,,93.74144013909788,2.7619343387471,,0.3456487079700008,0.04750029084133156,0.3525750653023427,0.9133640576295794,1.4442999094453342,3.1386810594492043,1.0,3.7075935673788587,98.685035130398,99.01365584451803,,98.42750410019828,4.413094585082995,,67.45168712587679,28.138110044578017,
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,53150875648.0,0.07076972010178118,0.57735,0.17068,0.18480405677791686,87.715,,48.02950879751925,,,-0.19953614224971009,0.134755010596048,0.3057123907453758,0.9649585518311388,0.7162514392671335,1.6667062825823955,1.0,2.9525206457043707,98.43927110305174,98.8463637715799,,99.19388208199709,,,84.72088467901469,16.969477628550553,
ALAB,"Astera Labs, Inc.",Technology,Semiconductors,54631137280.0,1.151265487395594,0.75988996,0.20052,0.33050291780299695,2.801,,229.18574513994457,1.4226793307086614,,0.3647807474256624,0.620829954281831,1.487085574722347,1.2476727387965463,2.2675825120888047,2.4147358137120802,1.0,7.167934275534544,98.94313599710071,99.3072573756117,,96.15672861409936,5.58524284986607,,66.845663372977,22.645163788950548,
STM,STMicroelectronics N.V.,Technology,Semiconductors,62828859392.0,-0.11070917175371166,0.33955002,0.036510002,-0.004406779661016949,15.316,,24.514402725238373,-13.032817994100292,,0.1224051539012169,0.39814083309636095,1.051259344895136,2.2377551969787177,1.82033280029319,3.619951109598697,1.0,2.244504365205517,97.55678382150987,98.24782742260186,,99.58812181338793,18.2370425475715,,74.52311810222321,31.78975433049716,
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,85454192640.0,0.08393906691979103,0.18505,0.10095,-0.03656573503700589,67.16,,1.8239362355725999,0.6864041237113402,,0.13406232517020172,0.262560787076523,0.5511748234240332,1.8183792780781873,3.092298165771897,7.1270768402565485,1.0,3.0038991385712506,97.34311920153783,98.14609802855679,,99.96853614732804,6.2296486583974495,,74.15386720782706,58.40012750950276,
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,40881483776.0,1.263434730787169,0.67825997,0.36761,0.06644611069772766,0.88,,113.04797741222637,0.2798258501838235,,2.4750839541436678,0.22792243429168102,0.7952373321985851,0.6603490169232069,2.482168013767191,2.887741227589759,1.0,7.605547981902729,99.14588723071085,98.47195850889698,,98.10382263156067,6.585495763656211,,0.0,26.23410001354779,
ON,ON Semiconductor Corporation,Technology,Semiconductors,49378004992.0,-0.15346709402312808,0.42665002,0.18232,0.23661473796577376,44.337,,24.52397865341604,,,-0.11257805530776092,0.2953896247861625,0.8226176728441623,1.7194860369421159,1.9262671782228256,3.5946894463470795,1.0,2.077689895613333,98.10935559647967,99.0102580629423,,99.58796126929593,,,81.96641272030514,31.598081052185055,
GFS,GLOBALFOUNDRIES Inc.,Technology,Semiconductors,49335541760.0,0.006074074074074074,0.26111,0.11016,0.1485790016197909,14.675,,23.638240633963306,-1.0022281568627451,,-0.02894088669950739,0.4906379678377082,0.841178836690673,1.646660624952653,1.4215341962181616,2.766907441947899,1.0,2.7001190016526677,97.54541964229296,98.73177196138583,,99.60281100536763,7.707580333583533,,79.31713369705466,25.317271711541423,
UMC,United Microelectronics Corporation,Technology,Semiconductors,52895764480.0,0.022602482114447767,0.29609,0.18457001,0.20681910497025133,18.694,,-0.051267891067304755,0.310104874884152,,0.04040859232052885,0.8032506997758906,0.9981042220471961,1.9116022914528914,1.8957621081804628,3.934600662840541,1.0,2.764602434759759,97.80494406163396,98.91600463790454,,99.99997466046582,6.5589948313850694,,77.12042949127645,34.17716290247394,
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,12546865152.0,-0.02180469123982767,0.41075,0.07704,0.26325576843084,20.632,,13.54599580082294,-0.7211271784232366,,-0.03835372069317024,0.3545534642244623,0.4066342316503915,0.3601061561947718,0.21765599217512555,0.5430683365008367,1.0,2.591353626679106,97.82185974264226,99.09453243859478,,99.77201134322354,7.461553981522853,,79.61529328403869,8.443856547462856,
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,31256852480.0,0.3257773671903484,0.55684,0.17591,0.1583869040111325,29.203,,131.94330705101618,3.781358963282937,,0.2229112036608566,0.4660749681380498,0.6169238685358067,1.5884879106373146,2.312686979392676,4.79663777614207,1.0,3.947399796356111,98.40301977509657,98.76279759500666,,97.78703521591218,3.5208695812153787,,71.33950280571368,40.71788343569634,
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,20599132160.0,0.02721039024265755,0.68439,0.15606,0.21556887371909292,5.391,,292.1886078367091,3.2115089712918663,,-0.13739483608935307,0.2610081512236433,0.4875829282427022,1.2353553572447429,2.14342463616419,4.020086387252534,1.0,2.782579588689117,98.65853469792202,98.94368304544133,,95.10046156643745,4.019616030017018,,82.7525055286022,34.82578721844736,
QRVO,"Qorvo, Inc.",Technology,Semiconductors,9525720064.0,-0.010877740106066973,0.46199,0.16017,0.1847377625276708,48.029,,12.183060709098047,-5.765502307692308,,-0.13615458539264141,0.26083420286866676,0.31410882169578946,0.3248867685438457,0.4064978252010958,1.2061639916544988,1.0,2.6339837045896446,98.14064841655183,98.84615406097745,,99.7948614704062,11.876512685577174,,82.71321952443628,13.475105550818759,
RMBS,Rambus Inc.,Technology,Semiconductors,17002375168.0,0.27128905688579724,0.80411005,0.34273997,0.47083504091121064,1.68,,53.7270292010492,-106.45227142857141,,-0.012008782542456423,0.11266009796896448,0.5553467348243042,0.7836641293917594,1.8556119107510511,2.5398313693464734,1.0,3.7348207443349266,99.38545927976065,99.75117421563178,,99.09836097711342,100.0,,78.78079478088598,23.594328339672785,
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors,34331901952.0,0.09050902360662952,0.24768,0.15609,-0.031251436686197086,5.24,,61.358379430408,2.1445666129032257,,-0.0426396317486349,0.4190232438941017,1.290465952078415,2.0809396057464613,5.940822730273464,8.962910885297232,1.0,3.0295309696282637,97.62252488827093,98.16290890890666,,98.9704184768617,4.95342969993231,,79.75105319131082,72.3295480050983,
SITM,SiTime Corporation,Technology,Semiconductors,19616010240.0,0.6115680054465532,0.55698,-0.04156,0.10622053511296149,0.255,,5964.619018055116,,,0.0627565447414029,0.3561079265733611,0.7770762399384934,1.7741815382946795,2.7117025632950873,3.613533269545191,1.0,5.062374781219218,97.88741106406907,98.59777814597616,,0.0,,,76.41253893799224,31.74105886533773,
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,9018930176.0,0.05342715512080997,0.52778,0.20131999,0.3182981296989705,6.296,,16.12171367714754,1.5346876351351353,,-0.19465916841640699,0.043972188423493375,0.24190286240711556,0.5094818735679141,0.7447891064880985,2.1585155545475354,1.0,2.8848608852408004,98.39436023913127,99.26864960108186,,99.72882844961552,5.487210481954985,,84.56640235149798,20.701088430377318,
ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,9452648448.0,0.22770846034377645,0.46493,0.10428,0.14031407848142222,31.984,,90.4451372360392,,,-0.011755494415868286,0.1677017919511381,0.3315844633740519,1.107973358901944,0.9433383112794329,1.8090856323237463,1.0,3.5647967181238096,98.01502617733539,98.70562728060048,,98.48276787689952,,,78.77277166231592,18.049783246476263,
PI,"Impinj, Inc.",Technology,Semiconductors,4861285888.0,-0.01369073471606476,0.52474,-0.20427999,0.12707886173232708,129.996,,553.2250642445724,,,-0.14479697219817608,0.30691125543708364,0.2715105988837816,0.03926547171783534,0.37089854504128006,0.5005971770132414,1.0,2.623009172177248,97.42487451069022,98.66375992004107,,90.72408571080149,,,82.98697453618188,8.121605938244468,
SMTC,Semtech Corporation,Technology,Semiconductors,15313611776.0,0.15472342615697793,0.5251,0.098570004,0.15749232124574394,94.229,,95.88370842650814,,,0.19648762477612122,0.6236549040119135,0.7845052102735885,1.5757245206595285,3.240846103421384,5.236871667457922,1.0,3.2800551048778686,98.14423085439327,98.75996773434788,,98.39158815443986,,,72.17649232154032,44.05816520305777,
SLAB,Silicon Laboratories Inc.,Technology,Semiconductors,7224668672.0,0.3428863798927421,0.59253,-0.080010004,0.08382902375746085,,,,,,-0.09535304196366873,0.018837223496547928,0.07293298943260118,0.8115283358316678,0.7470889125082216,1.259714726550724,1.0,4.014148382997262,97.88053089416887,98.52694640236643,,,,,81.42079565450683,13.881422617567106,
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,9844123648.0,0.10214024730197921,0.48095,0.1526,0.00710795854236603,,,58.00312260870604,0.2359189802631579,,1.1171516194931461,0.9717625181305782,1.03422026238799,2.6034758603500574,3.650073308067163,5.401040035587636,1.0,3.074908675289973,98.16767083968071,98.28425234145641,,99.02667063851766,6.623924114553285,,43.01367094375986,45.30379535025545,
SYNA,Synaptics Incorporated,Technology,Semiconductors,5701763072.0,0.11976235146966854,0.43609002,-0.043169998,0.09885506841664339,64.724,,70.11081807037458,,,0.2236842105263158,0.6087430712283342,0.7996342356612043,1.33607743551851,1.4521436785623778,2.7979684051488047,1.0,3.1436590215137397,97.59678365065413,98.57447874289807,,98.82368050137357,,,71.3150171505012,25.552947271972624,
POWI,"Power Integrations, Inc.",Technology,Semiconductors,4685493248.0,0.058550312311294525,0.53938,0.07408,0.19644016739420614,,,88.67751863347819,-4.4848,,0.007698717484240273,0.19073906920742134,0.7358146290045311,1.5708981499861099,0.6751926852227812,1.1957710206900358,1.0,2.9048482163366174,98.1200079353208,98.88317263145103,,98.51240267764986,10.75561115550641,,78.15654282101889,13.396248715608847,
DIOD,Diodes Incorporated,Technology,Semiconductors,4973058048.0,0.13038699737628898,0.31280002,0.049099997,0.09253997610104225,5.376,,23.58898735173876,,,-0.007162889411051315,0.06872037093562233,0.5288134632514281,1.419311439495655,1.3222483682982538,2.3984394280394508,1.0,3.1851096949199493,97.52318964709221,98.55450202079707,,99.60363675544907,,,78.62729696124937,22.52151469920539,
VSH,"Vishay Intertechnology, Inc.",Technology,Semiconductors,6855650304.0,0.04475135544921734,0.19916001,0.02408,-0.028994333096126226,53.073,,25.958600410082365,,,0.10128216472458626,0.8138278034418542,1.5191188097051431,3.078547651768968,2.572615480083819,4.836532264609784,1.0,2.8510133818147523,97.19422306410628,98.1700488728088,,99.56390928780552,,,75.19220689450536,41.020583511895836,
LASR,"nLIGHT, Inc.",Technology,Semiconductors,4601258496.0,0.3162056530410782,0.31285,-0.00529,0.04705927371522596,8.29,,,,,0.11291666666666667,0.16462019743835787,0.3460396328171238,1.6894164160900234,4.269379981069441,5.600857051509503,1.0,3.9100569991818768,97.39426963548506,98.41063154240749,,,,,74.8236740704748,46.819910188886794,
HIMX,"Himax Technologies, Inc.",Technology,Semiconductors,3737947392.0,-0.0822991127059711,0.30544,0.05105,0.1436059569344355,64.49,,75.11348907332108,-1.8798245666666666,,-0.03824348330036662,0.8634782874065896,1.7795071594223084,1.9846797796002815,1.587495608531706,2.327457031738165,1.0,2.3553425135437323,97.51035454889129,98.71604057905435,,98.73980881198482,8.47567386525394,,79.61180142010792,21.982934619738725,
MXL,"MaxLinear, Inc.",Technology,Semiconductors,8607158272.0,0.29710036391070876,0.57155997,-0.12199,-0.00037635707733068744,33.285,,,,,-0.1354725878042571,0.8609874134935256,4.156652676714219,6.067647062535929,7.070529301263399,6.665072114506352,1.0,3.835520199834928,97.73118390219811,98.26057697999232,,,,,82.69161666610333,54.89465918391445,
NVTS,Navitas Semiconductor Corporation,Technology,Semiconductors,7533931520.0,-0.4488007490816547,0.30072,-3.17702,-0.9663080407701019,1.509,,,,,-0.14175873877366416,0.7371585923974957,2.217611391427221,3.205026607955145,3.8907693716195917,3.1036103624129296,1.0,0.9254840725406893,89.8406601444258,95.20501613474299,,,,,82.89073588758534,27.872010563847947,
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,1433327488.0,0.0591655839117324,0.22406,-0.08583,-0.010790591845001595,3.641,,91.57115563557797,,,-0.0310242656449553,0.13108170092250981,1.116217462026019,1.5692060599660604,1.2191844095903046,1.6864945315000517,1.0,2.9072486184196626,96.99253944159427,98.22763331686734,,98.4638897485164,,,79.38312651136798,17.11962128711825,
SKYT,"SkyWater Technology, Inc.",Technology,Semiconductors,1838775808.0,0.2917880380636283,0.19357,-0.03284,-0.12704601946446706,126.864,,51.13384760861992,,,0.6924664602683178,0.1744185823472304,0.29756944173096134,1.6769340135936845,2.9419832000402395,3.0162805736849627,1.0,3.8147948518421555,97.0459199965021,97.85987901428176,,99.14183665658959,,,56.465937472413,27.209394380065163,
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Semiconductors,1920397056.0,0.05450281810699893,0.119569995,0.07493,0.006067045782165973,64.288,,0.8299300498317821,0.3703728540772532,,0.24564331398347952,0.2740484771921574,0.3062914176166118,0.9585105690784166,2.049212851112126,3.3489917891979792,1.0,2.8890574444040453,97.12603826638365,98.28095959070905,,99.98520104054447,6.5062468432803655,,70.61944372152803,29.73384610651673,
CEVA,"CEVA, Inc.",Technology,Semiconductors,1164243072.0,0.02486464245972003,0.87185997,-0.18817,-0.05727294293691491,4.99,,,,,,0.5397937308527212,0.9601314030821753,1.199473732396176,1.1463791674026171,1.9446038033813848,1.0,2.7734279589690813,98.28662636953236,98.08059429289766,,,,,,19.07802956021867,
POET,POET Technologies Inc.,Technology,Semiconductors,2304148736.0,24.946001400053106,1.0,-41.7443,-31.062760439683125,3.845,,,,,,0.6792453712906117,1.099056619687961,2.1264638035368364,1.9276316993399467,1.4018763606809475,1.0,100.0,0.0,0.0,,,,,,14.96007631477371,
AIP,"Arteris, Inc.",Technology,Semiconductors,1750379904.0,0.22269766474949762,0.88804,-0.38001,0.07573074143867156,260.131,,,,,,0.4251879437498516,1.2286889675076829,1.9756672314355015,3.98160304629387,4.560081839746881,1.0,3.5452477511738336,97.86987851736825,98.50132886151464,,,,,,38.92301144403713,
LAES,SEALSQ Corp,Technology,Semiconductors,793075456.0,0.6621437027593116,0.50055003,-1.3828101,-1.7806267806267806,1.733,,,,,0.41889985895627646,0.24912282873865865,-0.11881188703113865,-0.05570292817226041,-0.027322442815858827,-0.024821169814836452,1.0,5.259689282806148,94.57145827650419,92.62905709015875,,,,,65.13139411541081,4.134985737557011,
ALMU,"Aeluma, Inc.",Technology,Semiconductors,445917984.0,4.076169749727965,0.37741002,-1.73895,-0.2806002143622722,2.717,,,,,,0.2192192777009938,0.48899753676892366,0.928741123485721,0.6916667538660568,0.5360200100230795,1.0,18.579067633571572,93.4343814964165,97.37413639554934,,,,,,8.390377256366722,
NVEC,NVE Corporation,Technology,Semiconductors,468044288.0,0.01764364826884523,0.78735,0.61853004,0.5494944821770114,1.555,,27.417368582765906,1.1584694360902255,,-0.049168736608250975,0.2116193113125595,0.3708375456390922,0.6634070123030869,0.3792860549990571,0.8537578889698108,1.0,2.7452561898103958,100.0,100.0,,99.53945248243143,5.816485718219511,,79.95786818556537,10.801218549556475,
VLN,Valens Semiconductor Ltd.,Technology,Semiconductors,344655072.0,0.2206398313140566,0.62259,-0.54689,-0.1952283185840708,6.375,,,,,-0.003741999015263417,1.0248446965823734,1.1168831631272345,1.1733333269755044,0.4488888846503363,0.43462401690866054,1.0,3.5372193818139013,96.84418894833266,97.64419588984745,,,,,78.518937325011,7.62103351940168,
WOLF,"Wolfspeed, Inc.",Technology,Semiconductors,3552922368.0,,-0.17403999,-0.71971,,179.162,,,,,,,,,,,1.0,,94.54419879626212,,,,,,,,
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors,766735744.0,0.09523431609856751,0.51517,-0.18263,0.023296257381978915,4.268,,,,,0.17826564215148188,1.3678493678023402,1.8608923788157816,3.3600001017252605,4.647668562760089,4.567720573819572,1.0,3.047966083377333,97.45353391377827,98.3354612757119,,,,,72.75368924406656,38.98097046230458,
SQNS,Sequans Communications S.A.,Technology,Semiconductors,59461332.0,-0.2852488392929869,0.62257,-1.5664,-1.0887369420702755,69.266,,,,,0.3684759916492693,0.1183098822353239,0.2643311770626149,-0.2742230016664893,-0.7830600986818448,-0.5697934172364092,1.0,1.5635605653664404,94.42538551965816,94.81773309655796,,,,,66.72861334402106,0.0,
ICG,Intchains Group Limited,Technology,Semiconductors,57603480.0,-0.21614667437989546,0.072270006,-2.3134398,-0.44210011590843235,0.113,,,,,-0.4711602815016123,-0.26999997249016294,-0.30729927178786876,-0.37152317420708847,-0.5800884933812998,-0.5672226155980246,1.0,1.8331536694236523,91.34748693709257,96.8632588831879,,,,,93.32481217085854,0.019505998991881622,
MX,Magnachip Semiconductor Corporation,Technology,Semiconductors,232492672.0,-0.08942344406261932,0.16205,-0.15517001,-0.30418763278541877,19.051,,,,,0.1184214835434747,0.22456815119526885,1.3805969983279565,1.773913150744089,0.7336956518218063,0.8933632828390508,1.0,2.3275478618539265,96.68091560066324,97.29952160302206,,,,,74.64930427626437,11.101725115816445,
GSIT,"GSI Technology, Inc.",Technology,Semiconductors,381764448.0,-0.057293820353779,0.54602003,-0.82418,-0.6345647723949702,,,,,,-0.21820373719107897,0.46935939317090813,0.35778638566699916,0.7266775712272564,2.19696980096311,1.1312103220599123,1.0,2.452897407685817,96.0046671012986,96.25442962705836,,,,,85.31219675372576,12.906393371037938,
QUIK,QuickLogic Corporation,Technology,Semiconductors,403220992.0,-0.29906874968195,0.20683001,-0.41715,-0.5046464353129084,14.364,,,,,0.01702127659574468,0.4490446035912945,1.76763981276891,2.929188281500283,3.276315651489054,4.1119316435705455,1.0,1.5096439833861377,96.16561535806906,96.66540422347104,,,,,77.86124276832577,35.52266458556851,
GCTS,"GCT Semiconductor Holding, Inc.",Technology,Semiconductors,274168384.0,-0.6860210341805434,-0.22331,-3.19375,-11.544312630844383,,,,,,-0.6818945246892845,1.5581395735671042,1.7049179302688207,1.5190840430988009,2.113207670240996,2.2503436301848527,1.0,0.0,88.55772375011664,61.743294988240706,,,,,100.0,21.39783543880596,
WKEY,WISeKey International Holding AG,Technology,Semiconductors,119586296.0,0.6243368421052632,0.50516,-1.4473399,-1.716263155166157,2.127,,,,,0.41889985895627646,0.5035766198888716,0.42605161357944255,0.33630013156219496,0.5100574958732347,0.4910122149983209,1.0,5.112190735818478,94.42930033093164,92.83266048896633,,,,,65.13139411541081,8.048879884001813,
MOBX,"Mobix Labs, Inc.",Technology,Semiconductors,34903996.0,0.5386525923626203,0.43308997,-6.27938,-1.0229015334947538,75.285,,,,,-0.1681159420289855,-0.22064053316164933,0.2882352916427138,-0.5239130211687715,-0.7016348757910689,-0.12549539287912728,1.0,4.777904785646226,82.79445055010969,95.02599223130888,,,,,83.72562289844217,3.371118442515746,
PXLW,"Pixelworks, Inc.",Technology,Semiconductors,44161012.0,0.004347826086956522,0.74627,-6.5358696,-30.38095238095238,0.405,,,,,,0.19449227634593025,0.11217953714393492,0.2090592916292977,0.2304964931754372,0.1958135656264069,1.0,2.6933842697697394,82.92894684394804,2.156784008024904,,,,,,5.809055359589458,
LEDS,SemiLEDs Corporation,Technology,Semiconductors,18579720.0,7.298089909318927,0.03454,-0.79417,0.037620033016345415,166.556,,,,,0.33631785114717405,0.3473054238443569,0.4423077452112252,0.018099529937821268,-0.16666668138386265,-0.1943460823671691,1.0,31.148969863712512,94.86239432917023,98.380772107444,,,,,67.7472500156902,2.8487127229566225,
PRSO,Peraso Inc.,Technology,Semiconductors,15922013.0,-0.16331572085363344,0.53613,-2.57944,-0.4688755843516772,3.454,,,,,-0.4381914381914382,0.10204083866896263,0.25581398250090825,0.22727278269026918,0.14893621878151242,0.07373477125195185,1.0,2.039266759648253,91.81690318587783,96.77855923582193,,,,,92.28049579267525,4.882780533697206,
